0.31598E+03 0.25580E+01 0.00000E+01 22018 0 0 3224 0.10210E+02 0.00000E+01 0.31598E+03 0.00000E+01 0.00000E+01 0
1 309.54 12.51 1.278 1781.4 309.54
2 312.52 7.7883 1.1145 3998.4 312.52
3 319.08 5.4283 1.076 6249.4 319.08
4 314.43 7.735 1.1001 2068.5 314.43
5 322.84 6.4739 1.2682 14942.0 322.84
6 313.71 3.6219 1.0327 3356.3 313.71
<lo_statistics>
<cumulated_time> 2.1649839999999996 </cumulated_time>
</lo_statistics>
