# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247058		2665.4631775921043
1.0		1.0		1.0		-1		247059		2485.5984973173563
1.0		1.0		1.0		-1		247060		2648.6660000884
1.0		1.0		1.0		-1		247061		2740.52478443993
1.0		1.0		1.0		-1		247062		2687.7273287027324
1.0		1.0		1.0		-1		247063		2717.5935615727963
1.0		1.0		1.0		-1		247064		2712.091329201543
1.0		1.0		1.0		-1		247065		2705.847841342785
1.0		1.0		1.0		-1		247066		2688.8158067630666
1.0		1.0		1.0		-1		247067		2672.092122665634
1.0		1.0		1.0		-1		247068		2665.8711586890445
1.0		1.0		1.0		-1		247069		2667.7130087390447
1.0		1.0		1.0		-1		247070		2710.989330804754
1.0		1.0		1.0		-1		247071		2514.471852150579
1.0		1.0		1.0		-1		247072		2686.070079245106
1.0		1.0		1.0		-1		247073		2594.0446579438035
1.0		1.0		1.0		-1		247074		2631.6444522984502
1.0		1.0		1.0		-1		247075		2672.701656166354
1.0		1.0		1.0		-1		247076		2647.2867632147295
1.0		1.0		1.0		-1		247077		2677.7140160735457
1.0		1.0		1.0		-1		247078		2685.753151618164
1.0		1.0		1.0		-1		247079		2573.7190246920045
1.0		1.0		1.0		-1		247080		2477.04007656439
1.0		1.0		1.0		-1		247081		2640.842252944962
1.0		1.0		1.0		-1		247082		2652.427898032723
1.0		1.0		1.0		-1		247083		2642.947585765881
1.0		1.0		1.0		-1		247084		2607.1216588067696
1.0		1.0		1.0		-1		247085		2621.2052338964468
1.0		1.0		1.0		-1		247086		2682.3534269920156
1.0		1.0		1.0		-1		247087		2597.11115223443
1.0		1.0		1.0		-1		247088		2568.0037798820317
1.0		1.0		1.0		-1		247089		2626.3118892125426
1.0		1.0		1.0		-1		247090		2629.3138583634645
1.0		1.0		1.0		-1		247091		2572.7161035686836
1.0		1.0		1.0		-1		247092		2564.7029293527235
1.0		1.0		1.0		-1		247093		2513.062434313563
1.0		1.0		1.0		-1		247094		2608.3504736811815
1.0		1.0		1.0		-1		247095		2680.876102175694
1.0		1.0		1.0		-1		247096		2592.710402221048
1.0		1.0		1.0		-1		247097		2829.753753685724
1.0		1.0		1.0		-1		247098		2641.689327473517
1.0		1.0		1.0		-1		247099		2725.8855973597724
1.0		1.0		1.0		-1		247100		2645.0443978475764

#***************************************************************************
#
# original cross-section: 2635.8622550980554
#     scale variation: +16.4% -16.1%
#     emission scale variation: +8.87% -5.67%
#     central scheme variation: +6.03% -13.2%
# PDF variation: +2.82% -2.82%
#
# dynamical scheme # 1 : 2676.81 +16.1% -16.1% # \sum ET
# dynamical scheme # 2 : 2676.81 +16.1% -16.1% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 2288.07 +19.5% -18.4% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 2794.92 +15% -15.2% # \sqrt{\hat s}
#***************************************************************************
